cdrRecordType,globalCallID_callManagerId,globalCallID_callId,orignodeId,destnodeId,origlegcallIdentifier,destlegidentifier,orignumberPacketsSent,orignumberOctetsSent,orignumberPacketsReceived,orignumberOctetsReceived,orignumberPacketsLost,destnumberPacketsSent,destnumberOctetsSent,destnumberPacketsReceived,destnumberOctetsReceived,destnumberPacketsLost,origjitter,destjitter,origlatency,destlatency,pkid,origdeviceName,destdeviceName,origvarVQMetrics,destvarVQMetrics,globalCallId_ClusterID,callingPartyNumber,finalCalledPartyNumber,callingPartyNumberPartition,finalCalledPartyNumberPartition
1,2,819406,2,1,35594706,35594709,,,,,,,,,,,,,,,aff43f6f-c190-46fc-acaf-0d2315ee00b5,10.2.30.37,UCCX_3391201,,,StandAloneCluster,11985052020,3391201,,P_TEL
1,2,819408,2,1,35594714,35594717,,,,,,,,,,,,,,,4f76e14e-23ec-4ff3-acf5-7a244d7162a2,10.2.30.37,UCCX_3391200,,,StandAloneCluster,11985052020,3391200,,P_TEL
1,2,819407,2,1,35594710,35594713,,,,,,1204,192640,75,10011,0,,3,,0,976af68a-d626-4fb8-8853-61ba2866e03a,10.2.30.113,CiscoUM1-VI1,,,StandAloneCluster,4129625855,3391000,,P_TEL
1,2,819407,2,2,35594710,18644925,,,,,,10798,1857256,1917,328044,0,,12,,0,b440f4c0-e073-4c4a-8057-d5200f74f122,10.2.30.113,SEP00260B5C2E86,,MLQK=2.0000;MLQKav=2.0000;MLQKmn=2.0000;MLQKmx=2.0000;ICR=0.9801;CCR=0.8205;ICRmx=1.0000;CS=205;SCS=202;MLQKvr=0.95,StandAloneCluster,4129625855,4154,,P_TEL
1,2,819409,2,2,35594718,35594719,37881,6515532,37724,6488528,156,,,,,,1,,0,,ec8d9a07-6703-4dd0-b46a-c1f3d3d89daa,SEP00260B5C3031,10.2.30.113,MLQK=2.3625;MLQKav=4.4953;MLQKmn=2.3625;MLQKmx=4.5000;ICR=0.5049;CCR=0.0020;ICRmx=0.5049;CS=4;SCS=3;MLQKvr=0.95,,StandAloneCluster,4150,902122095548,P_TEL,P_LD_Caracas
1,2,819410,2,1,35594721,35594724,,,,,,643,102880,630,100641,0,,3,,20,48ba7d14-99da-4356-8808-e10a1c846346,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,9545714608,3391000,,P_TEL
1,2,819410,2,1,35594721,35594728,,,,,,255,40800,225,36000,0,,3,,0,906e815d-107d-45d5-bf78-ea2cda14f91d,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,9545714608,3391000,,P_TEL
1,2,819412,2,2,35594731,35594732,3550,610600,3530,607160,0,,,,,,1,,0,,3037095c-2573-4dbb-94c2-49796dedbcc2,SEP00270DC02424,10.2.23.30,MLQK=4.4445;MLQKav=4.4645;MLQKmn=4.2863;MLQKmx=4.5000;ICR=0.0000;CCR=0.0007;ICRmx=0.0133;CS=3;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918008693557,P_TEL,P_FREE_Miami
1,2,819413,2,2,35594734,35594735,3634,581440,3640,625908,0,3667,630724,3637,625564,0,0,2,1,0,7288ad85-822b-4a88-a539-95fe9b02c593,SEP700B4F90DFF5,SEPE80462EAB3E6,CCR=0.0000;ICR=0.0000;ICRmx=0.0000;CS=0;SCS=0;Ver=0.90;VoRxCodec=G.722 64k;CID=6;VoPktSizeMs=20;VoPktLost=0;VoPktDis=1;VoOneWayDelayMs=0;maxJitter=1,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,0359,0360,P_TEL,P_TEL
1,2,819414,2,1,35594736,35594740,,,,,,465,74400,463,74080,0,,2,,20,fc225b32-b85e-4759-9460-1f5d0d002f0c,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,3852534112,3391000,,P_TEL
1,2,819415,2,1,35594742,35594746,,,,,,1092,174720,1090,174400,0,,3,,20,70dc775e-db61-4c7e-8c3a-e48d2d8ea6b9,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,7372042514,3391000,,P_TEL
1,2,819416,2,2,35594748,35594749,17492,3008624,17472,3005184,0,,,,,,4,,0,,140cd1ea-bf80-43e6-b724-3954d2b7ced8,SEP00270DC02424,10.2.23.30,MLQK=4.4438;MLQKav=4.4716;MLQKmn=4.3212;MLQKmx=4.5000;ICR=0.0000;CCR=0.0005;ICRmx=0.0100;CS=13;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918008693557,P_TEL,P_FREE_Miami
1,2,819418,2,2,35594753,35594754,10935,1880820,10923,1878756,11,,,,,,1,,0,,5ef5e3fc-255c-41c5-b2fa-9ea4c419cb5a,SEP00260B5C3031,10.2.30.113,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,,StandAloneCluster,4150,902122095548,P_TEL,P_LD_Caracas
1,2,819419,2,1,35594755,35594758,,,,,,924,147840,893,142244,0,,3,,20,8f7ff462-b136-4d96-9b0a-8c206cde21f6,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,5619948944,3391000,,P_TEL
1,2,819419,2,2,35594755,18644933,,,,,,,,,,,,,,,9a5015b1-ad2d-4b96-94a7-d324312d1bf7,10.2.23.30,CSFRllanes,,,StandAloneCluster,5619948944,6567,,P_TEL
1,2,819422,2,2,35594766,35594767,3360,577920,3359,577748,0,3360,577920,3358,577576,0,0,0,0,0,31776b59-6454-4acb-ad1e-1851d108f972,SEP002290BA091C,SEP0024C4449AB2,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,5300,5304,P_TEL,P_TEL
1,2,819421,2,2,35594764,35594765,10408,1790176,10407,1790004,0,,,,,,1,,0,,985c4ad3-34b1-40c7-8c21-7badef9e1475,SEP00260B5C3031,10.2.30.113,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,,StandAloneCluster,4150,902122095548,P_TEL,P_LD_Caracas
1,2,819426,2,2,35594775,35594776,,,,,,,,,,,,,,,b998f3a0-e2d1-496d-ba50-57f8b8fe8ef3,BOTCTOSHIO,10.2.30.37,,,StandAloneCluster,3373,903185994036648,P_TEL,P_TEL
1,2,819423,2,2,35594769,35594770,,,,,,,,,,,,,,,9afe1b77-3475-441a-af08-907ed012cee3,TCTMSILVA,10.2.30.65,,,StandAloneCluster,0381,8514412944848,P_TEL,P_TEL
1,2,819427,2,2,35594777,35594778,832,143104,831,142932,0,,,,,,1,,0,,a596a2a3-6bf1-4602-9ef2-4391e74bff0d,SEP00260B5C3031,10.2.30.113,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,,StandAloneCluster,4150,902122095548,P_TEL,P_LD_Caracas
1,2,819430,2,1,35594784,35594787,,,,,,664,106240,651,104001,0,,3,,20,e8984abd-a79c-4eae-a772-00071a5f93d8,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,7734439472,3391000,,P_TEL
1,2,819430,2,1,35594784,35594791,,,,,,297,47520,260,41600,0,,3,,20,85ae1691-eb29-4243-b097-cb4d10c91e86,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,7734439472,3391000,,P_TEL
1,2,819431,2,2,35594792,35594793,4033,693676,1334,228648,0,,,,,,9,,0,,16cf2694-ebc6-4917-b1b1-3421d8ed918b,SEP00260B5C2E86,10.2.30.113,MLQK=2.0000;MLQKav=2.0000;MLQKmn=2.0000;MLQKmx=2.0000;ICR=0.8929;CCR=0.6876;ICRmx=1.0000;CS=72;SCS=68;MLQKvr=0.95,,StandAloneCluster,4154,904124587387,P_TEL,P_MOV_Caracas
1,2,819433,2,2,35594796,35594797,2655,456660,1341,230172,0,,,,,,10,,0,,a08dca71-3993-47ea-9b5a-e0a4feb49e90,SEP00260B5C2E86,10.2.30.113,MLQK=2.0000;MLQKav=2.0187;MLQKmn=2.0000;MLQKmx=2.5632;ICR=0.7137;CCR=0.4856;ICRmx=0.9933;CS=41;SCS=40;MLQKvr=0.95,,StandAloneCluster,4154,904124587387,P_TEL,P_MOV_Caracas
1,2,819434,2,1,35594798,35594802,,,,,,588,94080,560,89600,0,,3,,0,35e572d0-50cc-4d31-b7e5-f88fdb330a74,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,3052502857,3391000,,P_TEL
1,2,819435,2,1,35594804,35594811,,,,,,96,15360,83,13280,0,,3,,0,85b6c72a-b317-452a-985d-25d2c236fbd1,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,5619351151,3391000,,P_TEL
1,2,819437,2,1,35594819,35594823,,,,,,587,93920,585,93600,0,,2,,20,ce461a49-9b9f-4c4b-a5c2-9cfb9bcf3c95,10.2.23.30,CiscoUM1-VI2,,,StandAloneCluster,7864348565,3391000,,P_TEL
1,2,819436,2,1,35594813,35594817,,,,,,2728,436480,2727,436320,0,,2,,40,8d75b7cf-cf43-4112-8bff-eb502894f32c,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,5613138135,3391000,,P_TEL
1,2,819439,2,1,35594828,35594831,,,,,,,,,,,,,,,6bdd4e44-fe27-48f9-922e-f2350e400ce3,10.2.23.30,UCCX_3391206,,,StandAloneCluster,8559334237,3391206,,P_TEL
1,2,819439,2,2,35594828,35594833,,,,,,0,0,0,0,0,,0,,0,ee34d89a-3e95-44cc-bd84-a1ca42c62113,10.2.23.30,CSFgnnoc,,CS=0;SCS=0,StandAloneCluster,8559334237,2024,,P_TEL
1,2,819440,2,1,35594835,35594838,,,,,,,,,,,,,,,2add0215-670a-42fc-b912-cfb6d106e504,10.2.23.30,UCCX_3391207,,,StandAloneCluster,8559334237,3391207,,P_TEL
1,2,819440,2,2,35594835,35594843,,,,,,,,,,,,,,,c617314f-9989-493c-ba37-5a9412af479d,10.2.23.30,10.2.23.30,,,StandAloneCluster,8559334237,2023,,P_INT_Miami
1,2,819441,2,2,35594844,35594845,973,167356,973,167356,0,974,167528,971,167012,0,0,0,0,0,eb6ec02e-c61b-4685-89b4-68d9ac51b213,SEPE80462EA7331,SEPE8046213C81E,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,3313,3377,P_TEL,P_TEL
1,2,819443,2,1,35594851,35594854,,,,,,,,,,,,,,,09977af6-539a-48e7-b3fb-ee2d7a0f923b,10.2.23.30,UCCX_3391208,,,StandAloneCluster,8559334237,3391208,,P_TEL
1,2,819444,2,2,35594858,35594859,2089,359308,2090,359480,0,2091,359652,2088,359136,0,0,0,0,0,a6f5d60a-12e4-443f-847c-dd5ce393dc0b,SEPE8046213C81E,SEPE80462EA7331,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,3377,3313,P_TEL,P_TEL
1,2,819446,2,1,35594864,35594867,,,,,,459,73440,457,73120,0,,3,,20,340774d3-873f-45a7-aeef-770b9623c32b,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,2394486779,3391000,,P_TEL
1,2,819445,2,2,35594861,35594862,3508,561280,3511,561760,2,3659,629348,3642,625664,0,1,5,0,0,ca899510-13a9-490d-ac95-e966af520735,CSFgnnoc3,SEP001930C94A27,CS=0;SCS=0,MLQK=4.0148;MLQKav=4.3840;MLQKmn=4.0148;MLQKmx=4.5000;MLQKvr=0.95;CCR=0.0035;ICR=0.0066;ICRmx=0.0299;CS=12;SCS=3,StandAloneCluster,2462,8487,P_TEL,P_TEL
1,2,819443,2,2,35594851,35594856,,,,,,29854,7658400,11575,1852000,26,,2,,0,3f4a901d-008a-4676-b643-a64ce31ad019,10.2.23.30,CSFgnnoc3,,CS=0;SCS=0,StandAloneCluster,8559334237,2024,,P_TEL
1,2,819447,2,2,35594869,35594870,2384,381440,2387,381920,7,2501,430172,2475,425092,0,2,25,0,0,036f347e-7593-45e0-b333-8816b5f1a6e0,CSFgnnoc3,SEP001930C94A27,CS=0;SCS=0,MLQK=3.0217;MLQKav=4.1306;MLQKmn=3.0217;MLQKmx=4.5000;MLQKvr=0.95;CCR=0.0095;ICR=0.0000;ICRmx=0.0301;CS=15;SCS=4,StandAloneCluster,2462,8487,P_TEL,P_TEL
1,2,819448,2,1,35594872,35594875,,,,,,313,50080,311,49760,0,,3,,20,bc12c832-53d0-4274-ac7e-2560736a5854,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,7867655320,3391000,,P_TEL
1,2,819450,2,2,35594879,35594880,2432,418304,2429,417788,0,2430,417960,2430,417960,0,0,0,0,0,071b7e3b-e45e-47d9-8d2e-ad7f0f16c5c3,SEP00260B5C3031,SEP00260B5C2E86,MLQK=4.5000;MLQKav=4.4985;MLQKmn=4.4438;MLQKmx=4.5000;ICR=0.0000;CCR=0.0001;ICRmx=0.0035;CS=1;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,4150,4154,P_TEL,P_TEL
1,2,819438,2,2,35594825,35594826,101461,17451292,101446,17448712,4,,,,,,1,,0,,bc86d5c1-fb37-40ec-92ed-125a9e2e633d,SEP00270DC02424,10.2.23.30,MLQK=4.3828;MLQKav=4.4643;MLQKmn=4.1630;MLQKmx=4.5000;ICR=0.0000;CCR=0.0007;ICRmx=0.0199;CS=91;SCS=1;MLQKvr=0.95,,StandAloneCluster,6570,918004633768,P_TEL,P_FREE_Miami
1,2,819451,2,1,35594881,35594885,,,,,,740,118400,713,114080,0,,3,,0,dcab795b-8ef8-4291-bd31-e7d5c009e0ba,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,5615938732,3391000,,P_TEL
1,2,819452,2,2,35594887,35594888,9953,1711916,9952,1711744,0,,,,,,1,,0,,e15ce1b8-4d5b-495b-a1ec-606fd30541dc,SEP00270DC02424,10.2.23.30,MLQK=4.5000;MLQKav=4.4755;MLQKmn=4.3828;MLQKmx=4.5000;ICR=0.0000;CCR=0.0005;ICRmx=0.0066;CS=6;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918882633423,P_TEL,P_FREE_Miami
1,2,819456,2,2,35594897,35594898,1383,237876,485,82940,0,,,,,,10,,0,,ba1eef00-3f79-4102-b4c5-152bb835f30a,SEP00260B5C2E86,10.2.30.113,MLQK=2.0000;MLQKav=2.0000;MLQKmn=2.0000;MLQKmx=2.0000;ICR=0.6354;CCR=0.6529;ICRmx=0.9832;CS=25;SCS=23;MLQKvr=0.95,,StandAloneCluster,4154,904124587387,P_TEL,P_MOV_Caracas
1,2,819455,2,2,35594894,35594895,12238,2104936,12234,2104248,0,,,,,,1,,0,,70d6811f-6335-4120-94d3-ddd420d35c8d,SEP00270DC02424,10.2.23.30,MLQK=4.5000;MLQKav=4.4663;MLQKmn=4.3217;MLQKmx=4.5000;ICR=0.0000;CCR=0.0006;ICRmx=0.0100;CS=9;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918007216592,P_TEL,P_FREE_Miami
1,2,819458,2,2,35594901,35594902,2173,373756,2171,373412,0,,,,,,1,,0,,59f75ade-ed9f-4389-a6ef-91afea71facb,SEP00270DC02424,10.2.23.30,MLQK=4.5000;MLQKav=4.4731;MLQKmn=4.3828;MLQKmx=4.5000;ICR=0.0000;CCR=0.0004;ICRmx=0.0066;CS=1;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918002482111,P_TEL,P_FREE_Miami
1,2,819460,2,2,35594907,35594908,1257,216204,1244,213968,0,,,,,,1,,0,,2554d93f-d74b-4674-ab9a-a66c6bc3487c,SEP00270DC02424,10.2.23.30,MLQK=4.5000;MLQKav=4.4965;MLQKmn=4.4438;MLQKmx=4.5000;ICR=0.0000;CCR=0.0004;ICRmx=0.0036;CS=1;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918882482111,P_TEL,P_FREE_Miami
1,2,819454,2,2,35594892,35594893,19046,3275912,19045,3275740,0,,,,,,1,,0,,2073e126-11fc-4138-bedb-d555d1b173b6,SEP00260B5C3031,10.2.30.113,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,,StandAloneCluster,4150,902122095548,P_TEL,P_LD_Caracas
1,2,819465,2,1,35594919,35594922,,,,,,,,,,,,,,,bc32aa97-588d-4668-8018-846e73038128,10.2.30.37,UCCX_3391209,,,StandAloneCluster,1155000001,3391209,,P_TEL
1,2,819467,2,1,35594927,35594930,,,,,,495,79200,257,40085,0,,3,,20,e867eb40-0d2b-488e-88c5-bcd417b40184,10.2.30.113,CiscoUM1-VI1,,,StandAloneCluster,4124587387,3391000,,P_TEL
1,2,819464,2,2,35594916,35594917,54260,9332720,54258,9332376,0,,,,,,2,,0,,6c1ccbc9-c257-4959-87e8-289e37a789a1,SEP00270DC02424,10.2.23.30,MLQK=4.5000;MLQKav=4.4726;MLQKmn=4.3212;MLQKmx=4.5000;ICR=0.0000;CCR=0.0005;ICRmx=0.0129;CS=45;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918007216592,P_TEL,P_FREE_Miami
1,2,819469,2,1,35594933,35594936,,,,,,396,63360,394,63040,0,,2,,20,d0085c69-f8cc-4934-a1c1-568578acef93,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,5615694067,3391000,,P_TEL
1,2,819471,2,1,35594940,35594943,175,30100,177,30444,0,,,,,,0,,0,,447bae04-46a9-4e1f-ad26-73a073519204,SEP001930C94A27,IVR_2,MLQK=0.0000;MLQKav=0.0000;MLQKmn=0.0000;MLQKmx=0.0000;MLQKvr=0.95;CCR=0.0000;ICR=0.0000;ICRmx=0.0000;CS=0;SCS=0,,StandAloneCluster,8487,c00124702001,P_TEL,
1,2,819473,2,2,35594946,35594947,881,151532,881,151532,0,882,151704,880,151360,0,0,0,0,0,e3fcaa58-0487-45a3-9153-668f67b0c714,SEP002290BA091C,SEP0024C4449AB2,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.4936;MLQKmn=4.4438;MLQKmx=4.5000;ICR=0.0000;CCR=0.0006;ICRmx=0.0034;CS=1;SCS=0;MLQKvr=0.95,StandAloneCluster,5300,5304,P_TEL,P_TEL
1,2,819477,2,2,35594958,35594959,530,91332,525,90300,0,526,90472,525,90300,0,0,0,0,0,8a250dc2-c035-4649-a30d-bb668ae26aa8,SEP00230499F9B6,SEP0024C4449AB2,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,5301,5304,P_TEL,P_TEL
1,2,819478,2,2,35594961,35594962,30185,5191820,30174,5189928,0,,,,,,2,,0,,f5cd7988-3b9f-4e30-b17b-182506b90c21,SEP00270DC02424,10.2.23.30,MLQK=4.5000;MLQKav=4.4670;MLQKmn=4.3212;MLQKmx=4.5000;ICR=0.0000;CCR=0.0006;ICRmx=0.0100;CS=27;SCS=0;MLQKvr=0.95,,StandAloneCluster,6570,918003256000,P_TEL,P_FREE_Miami
1,2,819479,2,2,35594964,35594965,,,,,,2744,471968,2742,471624,0,,1,,0,e8cebe22-3c17-4da3-9a14-8678d6713186,10.2.30.37,SEPE80462EAB3E6,,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,21989346874,0360,,P_TEL
1,2,819482,2,2,35594972,35594973,635,109220,636,109392,0,638,109736,634,109048,0,1,0,0,0,11b0894f-4c24-404b-a406-b635d6108e69,SEPE8046213C81E,SEPE80462EA7331,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.4438;MLQKav=4.4763;MLQKmn=4.4438;MLQKmx=4.5000;ICR=0.0033;CCR=0.0008;ICRmx=0.0033;CS=1;SCS=0;MLQKvr=0.95,StandAloneCluster,3377,3313,P_TEL,P_TEL
1,2,819483,2,1,35594974,35594977,,,,,,,,,,,,,,,ae4b46f6-6922-494e-9c0e-43127bb7ca1a,10.20.13.129,UCCX_3391205,,,StandAloneCluster,3002053817,3391205,,P_TEL
1,2,819484,2,2,35594982,35594983,2258,388376,2249,386828,0,2251,387172,2257,388204,0,0,0,0,0,838fafa5-7378-454a-b1c4-69456aa6acc1,SEP0024C4449AB2,SEP002290BA091C,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,5304,5300,P_TEL,P_TEL
1,2,819486,2,1,35594986,35594990,,,,,,493,78880,490,78400,0,,3,,0,fadf4906-b40f-43de-8b02-6993a34f0e10,10.2.23.30,CiscoUM1-VI1,,,StandAloneCluster,5614455651,3391000,,P_TEL
1,2,819487,2,1,35594992,35594995,,,,,,,,,,,,,,,34f1a0a7-207a-432a-8f5e-30dfac22e22f,10.20.13.129,UCCX_3391204,,,StandAloneCluster,16533910,3391204,,P_TEL
1,2,819487,2,2,35594992,35594996,,,,,,8896,1423360,3795,601389,0,,0,,0,fd1c17eb-c373-492a-9e57-eea903f50ca6,10.20.13.129,CSFgnnoc2,,CS=48.01;SCS=46.94,StandAloneCluster,16533910,2024,,P_TEL
1,2,819488,2,1,35594998,35595001,,,,,,,,,,,,,,,388e6073-843d-4613-a889-27b3f3529389,10.20.13.129,UCCX_3391203,,,StandAloneCluster,16533910,3391203,,P_TEL
1,2,819488,2,2,35594998,35595002,,,,,,9625,1540000,3045,480355,0,,5,,0,5d391be1-0f0b-49d2-bd37-d5b1e603edc0,10.20.13.129,CSFgnnoc2,,CS=0;SCS=0,StandAloneCluster,16533910,2024,,P_TEL
1,2,819489,2,1,35595004,35595007,,,,,,,,,,,,,,,95c1cce0-59bd-4681-8b1f-947b5935b1c1,10.2.23.30,UCCX_3391202,,,StandAloneCluster,9542429743,3391202,,P_TEL
1,2,819489,2,2,35595004,35595009,,,,,,15070,2411200,15091,2414560,0,,4,,0,8bcab69e-9869-464a-9c50-f28efe5ceaf7,10.2.23.30,CSFgnnoc2,,CS=0;SCS=0,StandAloneCluster,9542429743,2024,,P_TEL
1,2,819490,2,2,35595011,35595012,4197,671520,4199,671840,1,,,,,,4,,0,,5e61276f-64df-4415-aeae-3e802c3c62cd,CSFgnnoc2,10.2.23.30,CS=0;SCS=0,,StandAloneCluster,2460,901119542429743,P_TEL,P_INT_Miami
1,2,819492,2,1,35595016,35595020,27,4644,22,3784,0,23,3680,22,3520,0,1,0,0,20,c36fc684-df4e-4da9-be32-67c3af99d94a,SEPE8046213C81E,CiscoUM1-VI1,MLQK=0.0000;MLQKav=0.0000;MLQKmn=0.0000;MLQKmx=0.0000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,,StandAloneCluster,3377,3391000,P_TEL,P_TEL
1,2,819493,2,1,35595021,35595024,538,92536,533,91676,0,,,,,,10,,0,,96a39f99-94ee-4cb3-be12-23dacec1c207,SEPE8046213C81E,IVR_2,MLQK=4.4438;MLQKav=4.4438;MLQKmn=4.4438;MLQKmx=4.4438;ICR=0.0032;CCR=0.0011;ICRmx=0.0032;CS=1;SCS=0;MLQKvr=0.95,,StandAloneCluster,3377,c00124702001,P_TEL,
1,2,819497,2,2,35595031,35595032,,,,,,1420,244240,1418,243896,0,,1,,0,2e6db46b-b42e-4e6f-bdd6-32fa62e26fea,10.2.30.37,SEPE80462EAB3E6,,MLQK=4.5000;MLQKav=4.4968;MLQKmn=4.4438;MLQKmx=4.5000;ICR=0.0000;CCR=0.0003;ICRmx=0.0035;CS=1;SCS=0;MLQKvr=0.95,StandAloneCluster,21974686104,0360,,P_TEL
1,2,819498,2,2,35595033,35595034,2329,400588,2334,401448,0,,,,,,2,,0,,7543aa38-1d63-4e25-a169-7a38e6ba796b,SEPE80462EAB3E6,10.2.30.37,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,,StandAloneCluster,0360,9974686104,P_TEL,P_MOV_Rio
1,2,819499,2,2,35595035,35595036,27641,4754252,27647,4755284,0,,,,,,1,,0,,64f3b2e8-55e4-40a9-8a63-a53524c1c7ac,SEPE80462EAB3E6,10.2.30.37,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,,StandAloneCluster,0360,9974686104,P_TEL,P_MOV_Rio
1,2,819502,2,2,35595042,35595043,3609,620748,3606,620232,0,3608,620576,3608,620576,0,0,0,0,0,6817ec70-3770-47ef-828d-42b81448576a,SEPE80462EA7331,SEPE8046213C81E,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,MLQK=4.5000;MLQKav=4.5000;MLQKmn=4.5000;MLQKmx=4.5000;ICR=0.0000;CCR=0.0000;ICRmx=0.0000;CS=0;SCS=0;MLQKvr=0.95,StandAloneCluster,3313,3377,P_TEL,P_TEL
