Device Name,Status,
SEP001121FFAFF1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFAFF5,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFAFF8,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFAFFF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB000,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB004,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB00A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB00D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB00E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB05A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB074,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB09D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB0A1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB0A4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB0A8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB0A9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB0C2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB0DD,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB0E6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB0EC,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB0F3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB10E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB159,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB17B,None,
SEP001121FFB19E,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB1BA,None,
SEP001121FFB200,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB24E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB2E9,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB329,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB33E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB416,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB4A5,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB4CA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB575,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB621,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB641,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB651,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB68D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB690,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB769,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB7D5,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFB8F0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFB9F1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFBA79,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFBA8A,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFBB2C,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFBB4A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFBC19,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFBCCE,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFBE12,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFBE4C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFBE6A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFBFD6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC01D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFC027,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC067,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC089,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC095,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC098,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC0AA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC0F8,None,
SEP001121FFC109,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC10C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP001121FFC11D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFCCCB,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP001121FFE45A,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP0021D8B92FEE,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP0023049CAFF0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A0D794,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A264B0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A264ED,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A26545,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A2654B,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP002584A3268C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A327AB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32814,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32815,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A328E2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32A4B,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP002584A32A55,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP002584A32B6B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32B77,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP002584A32BB2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32BBB,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP002584A32D39,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32D42,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32E53,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP002584A32F3B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP0026CBA82A41,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP0026CBA82A42,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP0026CBA82A43,None,
SEP0026CBA82A44,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP0026CBA82A45,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP0026CBA82A46,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP00270DC4B13A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP00270DC4B1BF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP00270DC4B7BC,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP0050600D7C11,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP04DAD2BF85A2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP04DAD2BF95C7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP04FE7F68789F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP04FE7F687A11,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP04FE7F687C36,Unregistered,
SEP04FE7F687E10,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP04FE7F687E67,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP04FE7F687ECF,None,
SEP0C8525A61E1B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP0C8525A70C9B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP0C8525A71596,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP18339D14A0CF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP18339D150CFA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336A6F3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336A723,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336AE86,None,
SEP1C17D336AEED,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336AF66,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336AF9E,None,
SEP1C17D336CF72,Unregistered,
SEP1C17D336CFD7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336CFE1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336CFE4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336D01A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336D041,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336D074,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336D1AF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336D1CE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336D4CB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336D751,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C17D336DC81,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP1C3947B48A83,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP203A0722449B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP20BBC01E4FA9,Unregistered,
SEP20BBC01E5279,None,
SEP2893FEA354AB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP2893FEA390C2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E600581,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E600667,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E601743,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP34A84E601775,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP34A84E601837,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP34A84E602B8E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E604144,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP34A84E604222,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E604228,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E60427B,Unregistered,
SEP34A84E6042F5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E604414,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP34A84E60448D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP34A84E604E1B,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP34A84E604E1D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E8CE66,None,
SEP38ED18E8CE73,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E8D289,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96474,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E965CC,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96716,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96746,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP38ED18E967AD,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP38ED18E96847,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96896,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E968AF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E968B3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E968D1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96975,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96977,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96A21,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96AA7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96B09,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP38ED18E96BDE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AD6CA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE2AB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE2C3,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE2C4,None,
SEP5475D02AE2C6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE2C7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE2C9,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE2EF,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE32F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE336,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE33B,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE3F0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE3FE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE43E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE491,None,
SEP5475D02AE4A3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE4DC,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE4E0,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE55D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE560,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE562,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE577,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE588,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE592,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE5C1,Unregistered,
SEP5475D02AE5C8,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE5E1,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE5EB,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE5EC,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE609,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE60B,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE671,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE685,None,
SEP5475D02AE689,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AE6D9,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AE6E0,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEA02,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEA08,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEA0E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEA14,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEA29,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEA52,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEA54,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEA59,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEA68,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEA88,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEAA2,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEACA,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEADB,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEADC,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEAE3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEB1F,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB2E,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB31,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEB36,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB4E,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB5A,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB6E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEB70,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEB77,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB78,None,
SEP5475D02AEB79,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB7A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEB88,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEB93,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEBB6,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEBCD,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEBD2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AED94,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AEE1C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP5475D02AEE32,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP5475D02AF1DD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1CA13C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D1656,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D1975,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D1F14,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D1F45,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D4AA5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D4AD2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D4F29,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP54781A1D9012,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP54781AE00401,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP588D0972596E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP58971ECCAF98,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP58971ECCB8CF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP64168D51ECD0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP64168D51ECF7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP64168DBB0A19,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP64168DBB3A71,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP64168DBB3DE6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP64168DBBCED9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP64168DBBCEF2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A7427F0F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A7427F44,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A74280F9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A74281B2,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP6886A7428306,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A742832D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A742832F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A742833F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A742836D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP6886A74283DA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A7428499,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A74284DF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A74284E6,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP6886A74284E7,None,
SEP6886A7428510,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A7428541,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A7428909,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP6886A7428986,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP6886A742C0E4,None,
SEP6886A742C0E8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP6886A742C11B,None,
SEP6886A742C122,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP705A0F8DBC4E,Unregistered,
SEP8875567BDFA4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP8875567BDFF7,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP8875567BE12F,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP8875567BE144,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP8875567BE206,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP94D4692A3CBA,None,
SEP94D4692A3D59,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP94D4692A3E17,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP94D4692A3EB6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP94D4692A400E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP94D4692A402D,None,
SEP9CAFCA84B5EE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA84CE86,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA854F88,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA854F8F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA855245,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA859C45,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85A02B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85A045,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85A1A5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85A1A7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85A569,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85B308,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85B497,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85B50D,None,
SEP9CAFCA85E6E1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85E729,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85E737,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCA85E8C3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFE51F8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFE54F3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFE55C4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEE74E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEE8B6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEED0A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEEDA0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF2C6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF2CD,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP9CAFCAFEF2CF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF313,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF314,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF31C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF359,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF44E,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP9CAFCAFEF451,None,
SEP9CAFCAFEF460,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF463,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF48B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF4A2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF542,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
