Device Name,Status,
SEP9CAFCAFEF7F0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEF89F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEFC93,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEFC98,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFEFEBD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF0053,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF00DE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3A63,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3AED,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP9CAFCAFF3B36,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3B3A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3B9E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3BF6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3C14,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP9CAFCAFF3C3F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3CD3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3CD7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D1D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D45,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D71,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D72,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D74,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D8C,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEP9CAFCAFF3D90,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D91,None,
SEP9CAFCAFF3D94,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D9B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3D9C,None,
SEP9CAFCAFF3DDB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3DE3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3E13,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3E1B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3E26,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3E28,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3E48,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3E9D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3EA0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3EA6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3ECD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3ED1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3EDA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3EED,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3EEE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3EF6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3F81,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEP9CAFCAFF3F93,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA418758BD394,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA418758BDED3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF8A02,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF8A12,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9211,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF921A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9231,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF926D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF9271,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF927C,None,
SEPA4934CBF9283,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF92DB,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF92DF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9314,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF931A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF931F,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF9332,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF9333,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9364,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF997C,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF9996,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF99B5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF99BD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF99BE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF99C4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF99EF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF99F7,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF9A14,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9A18,None,
SEPA4934CBF9A1F,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPA4934CBF9A3D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9A3F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9C19,Unregistered,
SEPA4934CBF9C75,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBF9C80,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPA4934CBFA11A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPAC44F214246B,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPAC44F21435D9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPAC7E8A2A0921,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPAC7E8A2A09DD,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPAC7E8A2A0AEB,Unregistered,
SEPAC7E8A2A0B23,None,
SEPAC7E8A2A0BA5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPAC7E8A2A0C9F,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPAC7E8A2A0CE7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPB07D47C1D05E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPB4E9B0013FE9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPB4E9B0015C6E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPB4E9B00189D3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPB4E9B08C6B1A,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE437A72,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE437B2E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE437B33,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE437B3B,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE437B77,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE437BE5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE437D30,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE437FFB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438004,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438012,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383A2,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4383A3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383A5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383A6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383A7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383A8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383A9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383AA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383AC,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4383AE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383AF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383B1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383B6,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4383B8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383C3,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4383C6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383C7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383C9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383CA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383CB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383CD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383D0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383D5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383DA,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4383DC,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383E0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383E2,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4383F5,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4383F7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383FA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4383FC,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE438401,None,
SEPC471FE438402,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438403,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438404,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438409,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43840D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE43840F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438468,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384A7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384C8,Unregistered,
SEPC471FE4384DF,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4384F3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384F4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384F5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384F6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384FA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384FC,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4384FE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438500,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438501,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE438502,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438504,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE438505,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438506,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43850B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4385D5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4385D6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4385E2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4385E7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4385E9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438609,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE43860A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43860B,Unregistered,
SEPC471FE43860E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43860F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438615,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPC471FE4386FB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4386FC,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE4386FD,None,
SEPC471FE4386FF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438703,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438705,Unregistered,
SEPC471FE438707,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43870B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438712,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43871B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438726,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43872B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43872C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43872F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438730,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438734,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438736,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE438737,None,
SEPC471FE438738,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43873A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43873B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPC471FE43873F,Unregistered,
SEPC471FE438741,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPD0D0FD70DD6B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCCEC1D487B2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCCEC1D4886E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCCEC1D48971,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCCEC1D489BB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCCEC1D48A37,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCCEC1D4CD7A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94B4867B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94B4872F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94B4AB52,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC04BC,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC05F3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC0D1C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC322C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC6AD4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC6B34,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC6B73,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPDCEB94BC6C9B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC6CA1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC6D1C,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPDCEB94BC6D1D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC6DC8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC7168,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC7208,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC7234,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC72E0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPDCEB94BC745E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPE4C72264D8FF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPE86549B9256C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPE8EDF3B5DCE9,Unregistered,
SEPE8EDF3B5DCFF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPE8EDF3B5DD2D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPECC882B0EA44,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPECC882B0F661,Unregistered,
SEPECC882B0FB2C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572780F83,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727817A6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278247E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278420A,None,
SEPF0257278A727,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278A72D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278A78E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278A836,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278A8CA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278A945,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278A984,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278A9B1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278AD05,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278AD1A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278AD1C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278AE0D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278BC6A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278BCAD,Unregistered,
SEPF0257278C6C2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278C7A4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278EE0B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257278F484,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792C0A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792C27,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792C52,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792C7C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792D25,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792D4F,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF02572792DC2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792DE5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792DEB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792EC8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792EE7,None,
SEPF02572792EEB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792EF0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792EF3,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572792F9A,Unregistered,
SEPF025727931BD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572793612,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727936AD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795E6A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795E87,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795EAB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795EB0,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF02572795EBF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795EEB,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF02572795F56,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795F57,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795F97,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795FA0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795FA6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795FAE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572795FCE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727961CF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727961EB,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572796209,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279623B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279623E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727966C0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727967A8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727967E3,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF025727967E7,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279680C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279680D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279680E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279680F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572796810,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF02572796815,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF02572796819,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279681E,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF0257279681F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572796820,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572796825,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF02572796839,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572796872,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727969A0,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF02572796CE5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572796DB8,Unregistered,
SEPF02572796DD8,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727970F2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572797208,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279725C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727972A1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727972A6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727972A7,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF025727972D6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727972D7,None,
SEPF02572797386,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279739F,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727973A2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727973D2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF02572797424,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF025727974BF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0257279751D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0292958806E,Unregistered,
SEPF07816A29A31,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF07816A2E426,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D003EE,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D0048B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D004E0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
